products__code,products__brands,products__product_name,products__nova_group,products__nutriscore_grade,products__energy-kcal_100g,products__fat_100g,products__saturated-fat_100g,products__salt_100g,products__sugars_100g,products__added-sugars_100g,OFF_url
8906033745050,McVities,Mcvities Butter Cookie 68 GR.,4,e,469,18.2,8,0.75,24.9,,https://in.openfoodfacts.org/product/8906033745050
8901725114848,Sunfeast,Marie light,,unknown,,,,,,,https://in.openfoodfacts.org/product/8901725114848
8904109469152,Patanjali,Doodh Biscuits,,unknown,465,17.8,9,0,20.4,,https://in.openfoodfacts.org/product/8904109469152
8901063139190,Britannia,Bourbon,,e,488,20,10,0,37.5,,https://in.openfoodfacts.org/product/8901063139190
8901233022536,Cadbury,Bournvita biscuit,,unknown,457,15.3,6.8,0.9025,30,,https://in.openfoodfacts.org/product/8901233022536
8906074821461,Karachi Bakery,Butterly Osmania Biscuits,3,e,546,32,16,1.678,8,,https://in.openfoodfacts.org/product/8906074821461
8901233027555,Cadbury,Cadbury Choco Creme Oreo,4,e,480,19.7,9.8,1.26492,37.8,,https://in.openfoodfacts.org/product/8901233027555
3948719100369,Parle,Hide And Seek,4,unknown,479,0.4,,,,,https://in.openfoodfacts.org/product/3948719100369
8901928014006,Bisk Farm,Marie biscuits,4,unknown,413,13.01,6.2,,18.73,,https://in.openfoodfacts.org/product/8901928014006
8901719107474,Parle,Fab Bourbon Biscuit,,unknown,,,,,,,https://in.openfoodfacts.org/product/8901719107474
9556296321554,Cocoaland,Chocopie,,unknown,,,,,,,https://in.openfoodfacts.org/product/9556296321554
8906062600375,Moon Foods,e-Millet cookies,3,unknown,505.6,23.5,,,,,https://in.openfoodfacts.org/product/8906062600375
8904150502242,Pillsbury,Mini Cookie Cake,4,unknown,420,15.3,7.4,1.08966,,,https://in.openfoodfacts.org/product/8904150502242
